,0,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,date
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3/15
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3/16
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3/17
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3/18
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3/19
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.074535599249993,0.0,0.0,3/20
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.149071198499986,0.0,0.0,3/21
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.074535599249993,0.0,0.0,0.0,0.0,0.149071198499986,0.0,0.0,3/22
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.149071198499986,0.0,0.0,0.0,0.0,0.149071198499986,0.0,0.0,3/23
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.149071198499986,0.0,0.0,0.0,0.0,0.149071198499986,0.0,0.0,3/24
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.074535599249993,0.0,0.0,0.0,0.0,0.0,0.149071198499986,0.0,0.0,0.0,0.0,0.149071198499986,0.0,0.0,3/25
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15786893258332635,0.0,0.0,0.0,0.0,0.0,0.149071198499986,0.0,0.0,0.0,0.0,0.149071198499986,0.0,0.0,3/26
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15786893258332635,0.0,0.0,0.0,0.0,0.0,0.149071198499986,0.0,0.0,0.0,0.0,0.149071198499986,0.0,0.0,3/27
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15786893258332635,0.0,0.0,0.0,0.08333333333333333,0.0,0.149071198499986,0.0,0.0,0.0,0.0,0.6438081161520354,0.0,0.0,3/28
14,0.0,0.0,0.0,0.0,0.0,0.06804138174397717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15786893258332635,0.0,0.0,0.0,0.09622504486493762,0.0,0.149071198499986,0.0,0.0,0.0,0.5309710638376316,0.653662907925776,0.0,0.0,3/29
