,deviation,year,date
969,6.957853684,1999,7/23
970,7.144002709,1999,7/24
971,7.230038349,1999,7/25
972,7.484569759,1999,7/26
973,7.696734687,1999,7/27
974,7.6739684,1999,7/28
975,7.731543163,1999,7/29
976,8.000692021,1999,7/30
977,8.123900484,1999,7/31
978,8.118814556,1999,8/1
979,8.31777712,1999,8/2
980,8.567749847,1999,8/3
981,8.594114569,1999,8/4
982,8.557204175,1999,8/5
983,8.619224043,1999,8/6
984,8.751492067,1999,8/7
985,8.790480488,1999,8/8
986,8.812501776,1999,8/9
987,9.019087037,1999,8/10
988,9.209185839,1999,8/11
989,9.125827193,1999,8/12
990,9.150098421,1999,8/13
991,9.095263459,1999,8/14
992,9.150143799,1999,8/15
993,9.416259596,1999,8/16
994,9.476994736,1999,8/17
995,9.544121831,1999,8/18
996,9.54206598,1999,8/19
997,9.611348392,1999,8/20
998,9.889491717,1999,8/21
999,10.12604296,1999,8/22
1000,10.1437591,1999,8/23
1001,10.23516771,1999,8/24
1002,10.44160043,1999,8/25
1003,10.39209878,1999,8/26
1004,10.61813417,1999,8/27
1005,10.72711474,1999,8/28
1006,10.80509005,1999,8/29
1007,10.95900963,1999,8/30
1008,10.99587454,1999,8/31
1009,11.12712029,1999,9/1
1010,11.18374731,1999,9/2
1011,11.22368903,1999,9/3
1012,11.35611892,1999,9/4
1013,11.54093927,1999,9/5
1014,11.68471511,1999,9/6
1015,11.70806887,1999,9/7
1016,11.81547847,1999,9/8
1017,11.79735683,1999,9/9
1018,11.85372097,1999,9/10
1019,12.03128819,1999,9/11
1020,12.10472317,1999,9/12
1021,12.25611179,1999,9/13
1022,12.2341805,1999,9/14
1023,12.25122108,1999,9/15
1024,12.24040854,1999,9/16
1025,12.12503409,1999,9/17
1026,12.28786273,1999,9/18
1027,12.38742751,1999,9/19
1028,12.1741164,1999,9/20
1029,12.23368898,1999,9/21
1030,12.28230136,1999,9/22
1031,12.23218496,1999,9/23
1032,12.41283911,1999,9/24
1033,12.43443257,1999,9/25
1034,12.51406469,1999,9/26
1035,12.60281195,1999,9/27
1036,12.8451781,1999,9/28
1037,12.6880584,1999,9/29
1038,12.85431358,1999,9/30
1039,12.81863694,1999,10/1
1040,12.82377665,1999,10/2
1041,12.92016254,1999,10/3
1042,12.95582598,1999,10/4
1043,-,1999,10/5
1044,-,1999,10/6
1045,-,1999,10/7
1046,-,1999,10/8
1047,-,1999,10/9
1048,-,1999,10/10
1049,-,1999,10/31
1050,-,2000,3/16
1051,-,2000,3/17
1052,-,2000,3/18
1053,-,2000,3/19
1054,-,2000,3/20
1055,-,2000,3/21
1056,-,2000,3/22
1057,-,2000,3/23
1058,-,2000,3/24
1059,-,2000,3/25
1060,-,2000,3/26
1061,-,2000,3/27
1062,-,2000,3/28
1063,0.06804138174,2000,3/29
1064,0.142576981,2000,3/30
1065,0.142576981,2000,3/31
1066,0.142576981,2000,4/1
1067,0.142576981,2000,4/2
1068,0.5659527528,2000,4/3
1069,0.7336623798,2000,4/4
1070,0.6566435144,2000,4/5
1071,0.6521611177,2000,4/6
1072,0.7674961579,2000,4/7
1073,0.8936744099,2000,4/8
1074,1.031875507,2000,4/9
1075,1.110972191,2000,4/10
1076,1.252056372,2000,4/11
1077,1.290195943,2000,4/12
1078,1.225672439,2000,4/13
1079,1.280524041,2000,4/14
1080,1.381980028,2000,4/15
1081,1.565637513,2000,4/16
1082,1.580824289,2000,4/17
1083,1.717073948,2000,4/18
1084,1.828921922,2000,4/19
1085,2.010818145,2000,4/20
1086,2.033675942,2000,4/21
1087,2.058584844,2000,4/22
1088,2.211265241,2000,4/23
1089,2.301915644,2000,4/24
1090,2.35850578,2000,4/25
1091,2.547800176,2000,4/26
1092,2.460486904,2000,4/27
1093,2.563334395,2000,4/28
1094,2.873348894,2000,4/29
1095,2.998174916,2000,4/30
1096,3.026027021,2000,5/1
1097,3.010160441,2000,5/2
1098,2.883425485,2000,5/3
1099,2.826026775,2000,5/4
1100,2.947690056,2000,5/5
1101,2.943482937,2000,5/6
1102,2.929096634,2000,5/7
1103,3.030864191,2000,5/8
1104,3.294567744,2000,5/9
1105,3.256646381,2000,5/10
1106,3.22775701,2000,5/11
1107,3.215508592,2000,5/12
1108,3.288094203,2000,5/13
1109,3.400956929,2000,5/14
1110,3.469090577,2000,5/15
1111,3.542155453,2000,5/16
1112,3.591438856,2000,5/17
1113,3.723661582,2000,5/18
1114,3.732121565,2000,5/19
1115,3.793079064,2000,5/20
1116,3.825570697,2000,5/21
1117,3.798279431,2000,5/22
1118,3.856768868,2000,5/23
1119,3.852385402,2000,5/24
1120,4.039355973,2000,5/25
1121,4.067181223,2000,5/26
1122,3.971278798,2000,5/27
1123,3.8843854,2000,5/28
1124,3.994235117,2000,5/29
1125,4.020995178,2000,5/30
1126,4.03501663,2000,5/31
1127,4.01563404,2000,6/1
1128,4.17308263,2000,6/2
1129,4.117587629,2000,6/3
1130,4.034678163,2000,6/4
1131,4.016618044,2000,6/5
1132,4.069236076,2000,6/6
1133,4.238612997,2000,6/7
1134,4.3041922,2000,6/8
1135,4.37007365,2000,6/9
1136,4.352921278,2000,6/10
1137,4.437456518,2000,6/11
1138,4.59862442,2000,6/12
1139,4.58920039,2000,6/13
1140,4.760213332,2000,6/14
1141,4.773985268,2000,6/15
1142,4.667962976,2000,6/16
1143,4.615012097,2000,6/17
1144,4.729739106,2000,6/18
1145,4.792499195,2000,6/19
1146,4.800413527,2000,6/20
1147,4.849473999,2000,6/21
1148,5.043172496,2000,6/22
1149,5.169935605,2000,6/23
1150,5.166967651,2000,6/24
1151,5.395021788,2000,6/25
1152,5.38059329,2000,6/26
1153,5.28524035,2000,6/27
1154,5.327118459,2000,6/28
1155,5.448866535,2000,6/29
1156,5.374919918,2000,6/30
1157,5.396070557,2000,7/1
1158,5.468233013,2000,7/2
1159,5.496554608,2000,7/3
1160,5.372326624,2000,7/4
1161,5.450509591,2000,7/5
1162,5.541101981,2000,7/6
1163,5.485306569,2000,7/7
1164,5.546888531,2000,7/8
1165,5.593733549,2000,7/9
1166,5.593733549,2000,7/10
1167,5.593733549,2000,7/11
1168,5.593733549,2000,7/12
1169,5.453035107,2000,7/13
1170,5.706173067,2000,7/14
1171,5.61867553,2000,7/15
1172,5.71086325,2000,7/16
1173,5.793124128,2000,7/17
1174,6.028676062,2000,7/18
1175,6.131944236,2000,7/19
1176,6.092443975,2000,7/20
1177,6.242105699,2000,7/21
1178,6.118769765,2000,7/22
1179,6.029600196,2000,7/23
1180,6.103751384,2000,7/24
1181,6.019157873,2000,7/25
1182,6.010691511,2000,7/26
1183,6.044802423,2000,7/27
1184,6.198657626,2000,7/28
1185,6.149152901,2000,7/29
1186,6.193604225,2000,7/30
1187,6.195350006,2000,7/31
1188,6.230790286,2000,8/1
1189,6.176769382,2000,8/2
1190,6.255486085,2000,8/3
1191,6.319740414,2000,8/4
1192,6.345939072,2000,8/5
1193,6.267191655,2000,8/6
1194,6.360610742,2000,8/7
1195,6.340497729,2000,8/8
1196,6.34848896,2000,8/9
1197,6.456995979,2000,8/10
1198,6.517298325,2000,8/11
1199,6.47909526,2000,8/12
1200,6.509904341,2000,8/13
1201,6.557908372,2000,8/14
1202,6.793844056,2000,8/15
1203,6.900425022,2000,8/16
1204,6.978354058,2000,8/17
1205,7.139075562,2000,8/18
1206,7.257762622,2000,8/19
1207,7.113224691,2000,8/20
1208,7.12714005,2000,8/21
1209,6.888936728,2000,8/22
1210,7.117045973,2000,8/23
1211,7.216934293,2000,8/24
1212,7.168014239,2000,8/25
1213,7.199575773,2000,8/26
1214,7.176346965,2000,8/27
1215,7.272475682,2000,8/28
1216,7.338323448,2000,8/29
1217,7.540826064,2000,8/30
1218,7.409698809,2000,8/31
1219,7.593521163,2000,9/1
1220,7.779142111,2000,9/2
1221,7.878069559,2000,9/3
1222,7.9035437,2000,9/4
1223,8.022571966,2000,9/5
1224,8.041572405,2000,9/6
1225,8.318720621,2000,9/7
1226,8.14703791,2000,9/8
1227,8.131184556,2000,9/9
1228,8.288494774,2000,9/10
1229,8.339897224,2000,9/11
1230,8.395395048,2000,9/12
1231,8.678259762,2000,9/13
1232,8.733391351,2000,9/14
1233,8.720861144,2000,9/15
1234,9.093415806,2000,9/16
1235,9.156793424,2000,9/17
1236,9.200845773,2000,9/18
1237,9.324023097,2000,9/19
1238,9.469890318,2000,9/20
1239,9.549208097,2000,9/21
1240,9.439324767,2000,9/22
1241,9.820107806,2000,9/23
1242,9.790154386,2000,9/24
1243,9.752535646,2000,9/25
1244,9.767363985,2000,9/26
1245,9.919962564,2000,9/27
1246,9.809713025,2000,9/28
1247,9.896240621,2000,9/29
1248,10.11932099,2000,9/30
1249,10.14861091,2000,10/1
1250,-,2000,10/2
1251,-,2000,10/3
1252,-,2000,10/4
1253,-,2000,10/5
1254,-,2000,10/6
1255,-,2000,10/7
1256,-,2000,10/8
1257,-,2000,10/9
1258,-,2000,10/10
1259,-,2000,10/31
1260,-,2001,3/16
1261,-,2001,3/17
1262,-,2001,3/18
1263,-,2001,3/19
1264,-,2001,3/20
1265,-,2001,3/21
1266,-,2001,3/22
1267,-,2001,3/23
1268,-,2001,3/24
1269,-,2001,3/25
1270,-,2001,3/26
1271,-,2001,3/27
1272,-,2001,3/28
1273,-,2001,3/29
1274,-,2001,3/30
1275,-,2001,3/31
1276,0.07453559925,2001,4/1
1277,0.4317302113,2001,4/2
1278,0.5276090515,2001,4/3
1279,0.81732857,2001,4/4
1280,0.9838742461,2001,4/5
1281,1.07736005,2001,4/6
1282,1.010728178,2001,4/7
1283,1.000075817,2001,4/8
1284,1.095486749,2001,4/9
1285,1.396085157,2001,4/10
1286,1.614169447,2001,4/11
1287,1.594051909,2001,4/12
1288,1.671409967,2001,4/13
1289,1.919468429,2001,4/14
1290,1.952495259,2001,4/15
1291,1.780763626,2001,4/16
1292,1.891262793,2001,4/17
1293,2.141020084,2001,4/18
1294,2.176439207,2001,4/19
1295,2.461504712,2001,4/20
1296,2.536571435,2001,4/21
1297,2.659986885,2001,4/22
1298,2.695442653,2001,4/23
1299,2.723463929,2001,4/24
1300,2.875298809,2001,4/25
1301,2.933049828,2001,4/26
1302,3.123141775,2001,4/27
1303,3.069756481,2001,4/28
1304,3.113251771,2001,4/29
1305,3.093527349,2001,4/30
1306,3.128478277,2001,5/1
1307,3.202509124,2001,5/2
1308,3.284372687,2001,5/3
1309,3.283313796,2001,5/4
1310,3.382254855,2001,5/5
1311,3.527988416,2001,5/6
1312,3.632604652,2001,5/7
1313,3.582128182,2001,5/8
1314,3.689808615,2001,5/9
1315,3.712277517,2001,5/10
1316,3.839751208,2001,5/11
1317,4.042600776,2001,5/12
1318,4.128882711,2001,5/13
1319,4.206293421,2001,5/14
1320,4.325951364,2001,5/15
1321,4.482609815,2001,5/16
1322,4.489365941,2001,5/17
1323,4.574551929,2001,5/18
1324,4.71042172,2001,5/19
1325,4.505602731,2001,5/20
1326,4.444717564,2001,5/21
1327,4.417993606,2001,5/22
1328,4.616564898,2001,5/23
1329,4.71054065,2001,5/24
1330,4.861543733,2001,5/25
1331,4.946736378,2001,5/26
1332,5.087821265,2001,5/27
1333,5.258853495,2001,5/28
1334,5.416357105,2001,5/29
1335,5.680952111,2001,5/30
1336,5.802859948,2001,5/31
1337,6.040101981,2001,6/1
1338,6.123714356,2001,6/2
1339,6.34034643,2001,6/3
1340,6.52027119,2001,6/4
1341,6.580959992,2001,6/5
1342,6.680898353,2001,6/6
1343,6.80561284,2001,6/7
1344,6.889822965,2001,6/8
1345,6.828638041,2001,6/9
1346,6.880165861,2001,6/10
1347,6.825690852,2001,6/11
1348,6.801909924,2001,6/12
1349,6.796545215,2001,6/13
1350,6.780846505,2001,6/14
1351,6.860757346,2001,6/15
1352,7.011069557,2001,6/16
1353,6.918081131,2001,6/17
1354,6.933070091,2001,6/18
1355,6.9948357,2001,6/19
1356,7.072590566,2001,6/20
1357,7.250432786,2001,6/21
1358,7.194234629,2001,6/22
1359,7.160732716,2001,6/23
1360,7.187655592,2001,6/24
1361,7.232181561,2001,6/25
1362,7.31441829,2001,6/26
1363,7.211513359,2001,6/27
1364,7.042477583,2001,6/28
1365,7.183992789,2001,6/29
1366,7.403313999,2001,6/30
1367,7.626783722,2001,7/1
1368,7.838229412,2001,7/2
1369,7.965556668,2001,7/3
1370,7.890650852,2001,7/4
1371,7.899197376,2001,7/5
1372,8.049268609,2001,7/6
1373,8.058322809,2001,7/7
1374,8.232609196,2001,7/8
1375,8.232609196,2001,7/9
1376,8.232609196,2001,7/10
1377,8.232609196,2001,7/11
1378,8.200175612,2001,7/12
1379,8.259366828,2001,7/13
1380,8.236789629,2001,7/14
1381,8.331933965,2001,7/15
1382,8.261844554,2001,7/16
1383,8.393369512,2001,7/17
1384,8.585548099,2001,7/18
1385,8.556496479,2001,7/19
1386,8.506777405,2001,7/20
1387,8.596853492,2001,7/21
1388,8.728867778,2001,7/22
1389,8.774811814,2001,7/23
1390,8.821580176,2001,7/24
1391,8.850941121,2001,7/25
1392,9.053154241,2001,7/26
1393,9.180590497,2001,7/27
1394,9.202604866,2001,7/28
1395,9.178546318,2001,7/29
1396,9.128860706,2001,7/30
1397,8.94397229,2001,7/31
1398,8.997174195,2001,8/1
1399,8.946783687,2001,8/2
1400,9.135560633,2001,8/3
1401,9.429513755,2001,8/4
1402,9.473804594,2001,8/5
1403,9.540125151,2001,8/6
1404,9.688161857,2001,8/7
1405,9.855606643,2001,8/8
1406,9.746797809,2001,8/9
1407,9.60987585,2001,8/10
1408,9.546155855,2001,8/11
1409,9.567167246,2001,8/12
1410,9.600585616,2001,8/13
1411,9.747669408,2001,8/14
1412,10.05867714,2001,8/15
1413,10.16889465,2001,8/16
1414,10.10360439,2001,8/17
1415,10.18654276,2001,8/18
1416,10.03738831,2001,8/19
1417,10.01909481,2001,8/20
1418,10.06201547,2001,8/21
1419,10.12081937,2001,8/22
1420,10.28374588,2001,8/23
1421,10.33792949,2001,8/24
1422,10.32934792,2001,8/25
1423,10.36621771,2001,8/26
1424,10.41459921,2001,8/27
1425,10.29449898,2001,8/28
1426,10.49867869,2001,8/29
1427,10.59232879,2001,8/30
1428,10.51540836,2001,8/31
1429,10.59931636,2001,9/1
1430,10.72737042,2001,9/2
1431,10.84725786,2001,9/3
1432,10.79842742,2001,9/4
1433,10.96555605,2001,9/5
1434,10.91686632,2001,9/6
1435,10.93506322,2001,9/7
1436,11.16609809,2001,9/8
1437,11.47656645,2001,9/9
1438,11.64999067,2001,9/10
1439,11.64999067,2001,9/11
1440,11.64999067,2001,9/12
1441,11.64999067,2001,9/13
1442,11.64999067,2001,9/14
1443,11.64999067,2001,9/15
1444,11.64999067,2001,9/16
1445,11.70521525,2001,9/17
1446,11.91895788,2001,9/18
1447,11.95293618,2001,9/19
1448,11.99592528,2001,9/20
1449,12.00421661,2001,9/21
1450,11.93521046,2001,9/22
1451,11.98029415,2001,9/23
1452,11.92802088,2001,9/24
1453,11.95622847,2001,9/25
1454,12.26988778,2001,9/26
1455,12.16155988,2001,9/27
1456,12.13311006,2001,9/28
1457,12.17363082,2001,9/29
1458,12.22463007,2001,9/30
1459,12.20475104,2001,10/1
1460,12.31107841,2001,10/2
1461,12.55624988,2001,10/3
1462,12.71530257,2001,10/4
1463,12.79844476,2001,10/5
1464,12.93315306,2001,10/6
1465,12.87689246,2001,10/7
1466,-,2001,10/8
1467,-,2001,10/9
1468,-,2001,10/10
1469,-,2001,10/31
1470,-,2002,3/16
1471,-,2002,3/17
1472,-,2002,3/18
1473,-,2002,3/19
1474,-,2002,3/20
1475,-,2002,3/21
1476,-,2002,3/22
1477,-,2002,3/23
1478,-,2002,3/24
1479,-,2002,3/25
1480,-,2002,3/26
1481,-,2002,3/27
1482,-,2002,3/28
1483,-,2002,3/29
1484,-,2002,3/30
1485,0.07453559925,2002,3/31
1486,0.5177965079,2002,4/1
1487,0.6503023337,2002,4/2
1488,0.6391268761,2002,4/3
1489,0.8888705122,2002,4/4
1490,0.8593780496,2002,4/5
1491,1.214071459,2002,4/6
1492,1.373419194,2002,4/7
1493,1.610566623,2002,4/8
1494,1.70081791,2002,4/9
1495,1.781589669,2002,4/10
1496,1.734174504,2002,4/11
1497,2.072150983,2002,4/12
1498,2.346096807,2002,4/13
1499,2.255886262,2002,4/14
1500,2.430391541,2002,4/15
1501,2.51257395,2002,4/16
1502,2.543118821,2002,4/17
1503,2.645000908,2002,4/18
1504,2.508081527,2002,4/19
1505,2.728466051,2002,4/20
1506,3.073788034,2002,4/21
1507,3.11343404,2002,4/22
1508,3.221522949,2002,4/23
1509,3.188869848,2002,4/24
1510,3.382921159,2002,4/25
1511,3.433668505,2002,4/26
1512,3.400412671,2002,4/27
1513,3.442588259,2002,4/28
1514,3.44072013,2002,4/29
1515,3.401335196,2002,4/30
1516,3.484595261,2002,5/1
1517,3.478998028,2002,5/2
1518,3.606883459,2002,5/3
1519,3.731136313,2002,5/4
1520,3.763391896,2002,5/5
1521,3.853708107,2002,5/6
1522,3.826586878,2002,5/7
1523,4.067960921,2002,5/8
1524,4.067710901,2002,5/9
1525,3.958649011,2002,5/10
1526,4.109787477,2002,5/11
1527,3.879902324,2002,5/12
1528,3.981244189,2002,5/13
1529,4.174019147,2002,5/14
1530,4.302179074,2002,5/15
1531,4.524248305,2002,5/16
1532,4.640263455,2002,5/17
1533,4.686632033,2002,5/18
1534,4.539579554,2002,5/19
1535,4.619013464,2002,5/20
1536,4.59079994,2002,5/21
1537,4.442689008,2002,5/22
1538,4.556172991,2002,5/23
1539,4.695165955,2002,5/24
1540,4.720351585,2002,5/25
1541,4.769419019,2002,5/26
1542,4.899463521,2002,5/27
1543,4.966059449,2002,5/28
1544,5.086233201,2002,5/29
1545,5.246132379,2002,5/30
1546,5.252290128,2002,5/31
1547,5.19598094,2002,6/1
1548,5.153267149,2002,6/2
1549,5.255487013,2002,6/3
1550,5.362838674,2002,6/4
1551,5.538928834,2002,6/5
1552,5.574883254,2002,6/6
1553,5.616423991,2002,6/7
1554,5.802483992,2002,6/8
1555,5.825021568,2002,6/9
1556,5.842345579,2002,6/10
1557,5.875392924,2002,6/11
1558,5.952206641,2002,6/12
1559,5.963707938,2002,6/13
1560,5.982102586,2002,6/14
1561,6.076437658,2002,6/15
1562,6.188619133,2002,6/16
1563,6.141473767,2002,6/17
1564,6.25473042,2002,6/18
1565,6.262715893,2002,6/19
1566,6.426530589,2002,6/20
1567,6.406062227,2002,6/21
1568,6.44465924,2002,6/22
1569,6.518958475,2002,6/23
1570,6.408035983,2002,6/24
1571,6.22168654,2002,6/25
1572,6.496859505,2002,6/26
1573,6.527695829,2002,6/27
1574,6.736587741,2002,6/28
1575,6.757155543,2002,6/29
1576,6.803542515,2002,6/30
1577,7.053696977,2002,7/1
1578,7.12406054,2002,7/2
1579,7.229987841,2002,7/3
1580,7.342714335,2002,7/4
1581,7.467086504,2002,7/5
1582,7.573540807,2002,7/6
1583,7.603298345,2002,7/7
1584,7.603298345,2002,7/8
1585,7.603298345,2002,7/9
1586,7.603298345,2002,7/10
1587,7.936330145,2002,7/11
1588,7.994402711,2002,7/12
1589,7.8146681,2002,7/13
1590,7.856043008,2002,7/14
1591,7.787322132,2002,7/15
1592,7.940739925,2002,7/16
1593,8.127553417,2002,7/17
1594,8.326742581,2002,7/18
1595,8.381748686,2002,7/19
1596,8.586636132,2002,7/20
1597,8.605584984,2002,7/21
1598,8.640029996,2002,7/22
1599,8.783810151,2002,7/23
1600,8.708499534,2002,7/24
1601,8.797571381,2002,7/25
1602,8.828818949,2002,7/26
1603,8.886430548,2002,7/27
1604,9.086175906,2002,7/28
1605,9.110806927,2002,7/29
1606,9.251855816,2002,7/30
1607,9.320215334,2002,7/31
1608,9.351069005,2002,8/1
1609,9.405725649,2002,8/2
1610,9.610876045,2002,8/3
1611,9.85702167,2002,8/4
1612,9.864415279,2002,8/5
1613,9.828448643,2002,8/6
1614,9.8012659,2002,8/7
1615,9.811534003,2002,8/8
1616,9.849796082,2002,8/9
1617,9.980532996,2002,8/10
1618,10.03884591,2002,8/11
1619,10.07416796,2002,8/12
1620,10.27422192,2002,8/13
1621,10.40617758,2002,8/14
1622,10.44515128,2002,8/15
1623,10.52022282,2002,8/16
1624,10.52072453,2002,8/17
1625,10.48131895,2002,8/18
1626,10.59257956,2002,8/19
1627,10.47495448,2002,8/20
1628,10.75538787,2002,8/21
1629,11.01327514,2002,8/22
1630,10.98199294,2002,8/23
1631,11.03338102,2002,8/24
1632,11.07855295,2002,8/25
1633,11.17285864,2002,8/26
1634,11.27622654,2002,8/27
1635,11.30841723,2002,8/28
1636,11.26355106,2002,8/29
1637,11.35901291,2002,8/30
1638,11.39707921,2002,8/31
1639,11.45135335,2002,9/1
1640,11.44825411,2002,9/2
1641,11.43342678,2002,9/3
1642,11.58561292,2002,9/4
1643,11.59229961,2002,9/5
1644,11.77067458,2002,9/6
1645,11.79044325,2002,9/7
1646,11.85423891,2002,9/8
1647,12.00619759,2002,9/9
1648,12.32904205,2002,9/10
1649,12.45336096,2002,9/11
1650,12.41551313,2002,9/12
1651,12.35809405,2002,9/13
1652,12.68867115,2002,9/14
1653,12.75107437,2002,9/15
1654,12.77019532,2002,9/16
1655,12.83366987,2002,9/17
1656,13.06718095,2002,9/18
1657,13.03936725,2002,9/19
1658,13.10140066,2002,9/20
1659,13.09749162,2002,9/21
1660,13.34222783,2002,9/22
1661,13.39247457,2002,9/23
1662,13.37815861,2002,9/24
1663,13.55203181,2002,9/25
1664,13.71467143,2002,9/26
1665,14.05040806,2002,9/27
1666,14.34059133,2002,9/28
1667,14.53168306,2002,9/29
1668,-,2002,9/30
1669,-,2002,10/1
1670,-,2002,10/2
1671,-,2002,10/3
1672,-,2002,10/4
1673,-,2002,10/5
1674,-,2002,10/6
1675,-,2002,10/7
1676,-,2002,10/8
1677,-,2002,10/9
1678,-,2002,10/10
1679,-,2002,10/31
1680,-,2003,3/16
1681,-,2003,3/17
1682,-,2003,3/18
1683,-,2003,3/19
1684,-,2003,3/20
1685,-,2003,3/21
1686,-,2003,3/22
1687,-,2003,3/23
1688,-,2003,3/24
1689,-,2003,3/25
1690,-,2003,3/26
1691,-,2003,3/27
1692,-,2003,3/28
1693,-,2003,3/29
1694,0.08333333333,2003,3/30
1695,0.5397687979,2003,3/31
1696,0.6092682837,2003,4/1
1697,1.064105849,2003,4/2
1698,1.13940481,2003,4/3
1699,1.240811395,2003,4/4
1700,1.322144981,2003,4/5
1701,1.520505088,2003,4/6
1702,1.516737579,2003,4/7
1703,1.580202983,2003,4/8
1704,1.73571748,2003,4/9
1705,1.838736953,2003,4/10
1706,1.960309047,2003,4/11
1707,2.011235111,2003,4/12
1708,2.080563678,2003,4/13
1709,2.262057514,2003,4/14
1710,2.37888324,2003,4/15
1711,2.380177234,2003,4/16
1712,2.311370582,2003,4/17
1713,2.618622798,2003,4/18
1714,2.927021267,2003,4/19
1715,2.844150392,2003,4/20
1716,2.836887865,2003,4/21
1717,3.15821953,2003,4/22
1718,3.039650135,2003,4/23
1719,3.047342122,2003,4/24
1720,3.181075107,2003,4/25
1721,3.246615639,2003,4/26
1722,3.227417717,2003,4/27
1723,3.231881579,2003,4/28
1724,3.343575583,2003,4/29
1725,3.469243431,2003,4/30
1726,3.673073054,2003,5/1
1727,3.712798944,2003,5/2
1728,3.730434792,2003,5/3
1729,3.909227367,2003,5/4
1730,3.812961167,2003,5/5
1731,3.829079147,2003,5/6
1732,3.97030413,2003,5/7
1733,4.238869783,2003,5/8
1734,4.242062409,2003,5/9
1735,4.256030253,2003,5/10
1736,4.284415185,2003,5/11
1737,4.375022482,2003,5/12
1738,4.535605184,2003,5/13
1739,4.509582858,2003,5/14
1740,4.865057058,2003,5/15
1741,4.857514375,2003,5/16
1742,4.804491466,2003,5/17
1743,4.893270715,2003,5/18
1744,4.860675741,2003,5/19
1745,4.981043307,2003,5/20
1746,5.002657412,2003,5/21
1747,5.090806374,2003,5/22
1748,5.042492997,2003,5/23
1749,5.117143322,2003,5/24
1750,5.180033512,2003,5/25
1751,5.124074573,2003,5/26
1752,5.17475244,2003,5/27
1753,5.237057623,2003,5/28
1754,5.209609273,2003,5/29
1755,5.286852308,2003,5/30
1756,5.213552839,2003,5/31
1757,5.280670117,2003,6/1
1758,5.208852187,2003,6/2
1759,5.354692399,2003,6/3
1760,5.510309674,2003,6/4
1761,5.626730925,2003,6/5
1762,5.766267497,2003,6/6
1763,6.02378341,2003,6/7
1764,6.325492423,2003,6/8
1765,6.324117779,2003,6/9
1766,6.389625294,2003,6/10
1767,6.593303963,2003,6/11
1768,6.745307872,2003,6/12
1769,6.863643567,2003,6/13
1770,6.851781561,2003,6/14
1771,6.861923488,2003,6/15
1772,6.865424425,2003,6/16
1773,6.910667603,2003,6/17
1774,7.097194782,2003,6/18
1775,7.212285258,2003,6/19
1776,7.210613829,2003,6/20
1777,7.371591647,2003,6/21
1778,7.440510292,2003,6/22
1779,7.507795475,2003,6/23
1780,7.713323026,2003,6/24
1781,7.564512344,2003,6/25
1782,7.745070762,2003,6/26
1783,7.860163361,2003,6/27
1784,7.936185028,2003,6/28
1785,7.987989445,2003,6/29
1786,7.940476893,2003,6/30
1787,7.774485756,2003,7/1
1788,7.936645954,2003,7/2
1789,7.809025502,2003,7/3
1790,7.761261182,2003,7/4
1791,7.59951435,2003,7/5
1792,7.658436938,2003,7/6
1793,7.757940662,2003,7/7
1794,7.733520739,2003,7/8
1795,7.745928093,2003,7/9
1796,7.636623,2003,7/10
1797,7.972718604,2003,7/11
1798,8.094471376,2003,7/12
1799,8.258263983,2003,7/13
1800,8.258263983,2003,7/14
1801,8.258263983,2003,7/15
1802,8.258263983,2003,7/16
1803,8.324898115,2003,7/17
1804,8.51308837,2003,7/18
1805,8.651401819,2003,7/19
1806,8.836933672,2003,7/20
1807,8.75686901,2003,7/21
1808,8.85633516,2003,7/22
1809,9.061419763,2003,7/23
1810,9.031468379,2003,7/24
1811,9.232210689,2003,7/25
1812,9.239293273,2003,7/26
1813,9.351059451,2003,7/27
1814,9.24400096,2003,7/28
1815,9.358688133,2003,7/29
1816,9.403907583,2003,7/30
1817,9.395824133,2003,7/31
1818,9.419058411,2003,8/1
1819,9.407122256,2003,8/2
1820,9.494375267,2003,8/3
1821,9.487377524,2003,8/4
1822,9.585768525,2003,8/5
1823,9.737106787,2003,8/6
1824,9.765179565,2003,8/7
1825,9.717602836,2003,8/8
1826,9.864083905,2003,8/9
1827,9.938639623,2003,8/10
1828,9.918879893,2003,8/11
1829,9.839308918,2003,8/12
1830,9.820708489,2003,8/13
1831,9.889503073,2003,8/14
1832,9.90919076,2003,8/15
1833,9.878737738,2003,8/16
1834,9.88468581,2003,8/17
1835,9.836103256,2003,8/18
1836,9.917492587,2003,8/19
1837,9.904042436,2003,8/20
1838,9.923945602,2003,8/21
1839,9.94292948,2003,8/22
1840,9.966400445,2003,8/23
1841,10.02033657,2003,8/24
1842,10.10849694,2003,8/25
1843,10.12560516,2003,8/26
1844,10.22289071,2003,8/27
1845,10.22678508,2003,8/28
1846,10.18445792,2003,8/29
1847,10.52234401,2003,8/30
1848,10.66767818,2003,8/31
1849,10.62421164,2003,9/1
1850,10.6110696,2003,9/2
1851,10.52571244,2003,9/3
1852,10.46377969,2003,9/4
1853,10.73498423,2003,9/5
1854,10.90618507,2003,9/6
1855,11.04424113,2003,9/7
1856,11.1521572,2003,9/8
1857,11.29414947,2003,9/9
1858,11.65941539,2003,9/10
1859,11.67117407,2003,9/11
1860,11.86427455,2003,9/12
1861,12.12150744,2003,9/13
1862,12.2652197,2003,9/14
1863,12.53253065,2003,9/15
1864,12.6841254,2003,9/16
1865,12.80544128,2003,9/17
